Sample,KMeans_Cluster,DBSCAN_Cluster,GMM_Cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,LD1,LD2,Ancestry_Q1,Ancestry_Q2,Ancestry_Q3
33,1,2,1,-23.246434,-11.791151,-3.046230,12.117876,5.914412,-14.005224,-9.276463,-4.178840,-8.237401,3.333419,-16.308901,-19.152924,0.974557,0.025439,0.000004
34,1,2,1,-14.144127,-14.708784,-1.680948,6.382127,4.763918,-6.202389,-2.715882,3.757943,-0.758988,-18.832587,-15.864397,-9.437097,0.966416,0.033576,0.000007
35,1,2,1,-27.667720,-16.110815,-3.201172,14.414977,-2.063088,-6.078063,16.611523,14.484344,4.457681,-5.035676,-18.543569,-22.780379,0.962765,0.037231,0.000003
36,1,2,1,-21.241185,-17.601904,-5.144386,15.725716,-0.341303,-9.604532,23.285676,17.465032,0.648532,-3.909936,-16.138079,-16.770301,0.943867,0.056123,0.000010
37,1,2,1,-30.313892,-2.779496,2.263399,8.179878,7.388450,1.587987,-15.204284,-4.713699,-7.050449,-6.313366,-12.895915,-28.262802,0.968518,0.031477,0.000005
38,1,2,1,-1.077004,-21.038105,-7.041598,19.333565,-8.409073,-6.474927,31.018345,11.772509,7.060619,3.316899,-13.647629,4.230329,0.781842,0.218048,0.000110
39,1,2,1,5.358551,-22.135591,-1.635883,1.709016,-12.066963,-5.837370,46.736553,18.174952,10.183754,2.521978,-11.811584,10.787197,0.806658,0.193287,0.000056
4,1,2,1,-28.348177,3.731547,0.783963,5.994075,3.806885,5.129559,-17.800890,1.264372,-5.771211,-6.190659,-7.205847,-28.571795,0.956879,0.043102,0.000018
40,1,2,1,-3.299568,-13.508478,-4.306260,23.784387,-5.675266,3.369944,23.478755,8.612769,6.511946,10.728697,-9.766577,-0.262282,0.946614,0.053359,0.000027
41,2,Noise,2,51.907800,-29.114088,-7.257332,18.798862,4.621450,-37.606971,37.443537,4.404806,7.144677,-4.293714,-0.482200,57.687762,0.001322,0.998550,0.000128
42,2,2,1,27.003808,-2.342469,-1.515072,15.030172,1.881991,-7.246807,-21.545225,-25.971085,-10.123676,5.432831,2.870326,27.858439,0.667807,0.331780,0.000413
43,1,2,1,1.310655,-9.978233,-3.298709,14.448835,5.098437,-15.815304,-4.361806,-16.148829,-7.456664,2.642145,-7.006279,4.830256,0.950233,0.049733,0.000035
44,2,Noise,2,50.243596,-20.712038,1.042311,7.267907,9.089604,-10.190591,-15.891570,-19.154914,-10.762955,-3.591870,-5.608210,54.637647,0.020439,0.979475,0.000085
45,2,2,2,34.988924,-4.517987,-5.357266,23.579788,-5.313404,-14.694491,-11.670236,-21.715900,-13.219216,-5.707860,5.746663,36.174232,0.353343,0.645893,0.000764
46,2,Noise,2,45.308663,-8.550360,-4.545232,28.282000,-12.050280,7.599831,19.846120,-0.368639,-6.457198,5.580114,7.016194,45.189248,0.119166,0.880441,0.000392
47,1,2,1,4.721870,-8.416588,-0.174820,13.594355,-8.175304,6.857876,9.929961,10.658621,2.887275,-0.493549,-5.954627,6.206958,0.944257,0.055706,0.000037
48,2,2,2,29.678377,-13.690499,-7.029242,8.785013,-14.191844,-21.278090,-5.669644,-26.478190,1.336885,-0.931769,-4.017640,35.308782,0.367233,0.632246,0.000521
49,2,Noise,2,73.867031,-28.173501,-10.700456,3.389996,-3.985794,-26.028505,2.088236,-21.483077,15.656475,0.755222,-1.662993,81.142385,0.000006,0.999959,0.000035
5,1,2,1,-29.603024,-5.718892,3.200785,3.084733,12.649447,7.801344,-14.851385,8.804954,2.088560,-11.013398,-15.244243,-27.706624,0.965771,0.034225,0.000004
50,1,2,1,7.297769,-11.380984,-5.874055,28.859436,-18.900921,9.876927,16.367941,-7.211451,5.515327,16.488371,-8.244597,10.857036,0.891251,0.108644,0.000105
51,1,2,1,-8.100630,-22.815668,-9.016234,27.033682,0.907938,-11.965802,17.790196,5.813907,1.981856,10.914569,-17.635823,-2.369643,0.661573,0.338257,0.000171
52,1,2,1,-10.943300,-18.547469,-7.370240,22.685429,4.485302,-7.943773,15.050677,5.379943,5.136498,13.380698,-15.352504,-6.338988,0.880063,0.119887,0.000050
53,1,2,1,-21.706471,-19.676025,-4.765004,16.628554,2.295376,-6.184061,16.733880,15.303924,3.701354,-10.319382,-19.186302,-16.347532,0.930585,0.069405,0.000010
54,1,2,1,-4.207403,-16.767214,-3.837387,24.350895,5.203282,-5.993736,17.590412,18.926912,-0.556928,-7.401133,-11.063757,-1.293088,0.934136,0.065839,0.000025
55,1,2,1,-35.903392,-13.513151,-4.148443,23.106987,-4.085757,6.501280,11.670003,8.604210,-2.523806,8.637989,-20.883252,-31.748211,0.963125,0.036873,0.000002
56,1,2,1,-32.404276,-8.373437,-3.586155,22.645457,-4.887306,4.073611,8.264773,8.579958,0.082459,8.696819,-15.652102,-29.652038,0.975011,0.024986,0.000003
57,1,2,1,-3.716761,-20.103646,-10.655442,28.294192,-13.740570,6.560135,25.412724,-6.217350,2.781126,29.219676,-16.707293,1.987398,0.577425,0.422168,0.000407
58,2,Noise,2,59.573123,-24.602438,-7.476865,30.556850,-5.488595,-5.733711,35.030356,21.223393,16.099471,-5.845704,1.773921,62.483495,0.000882,0.999031,0.000087
59,1,2,1,-16.844331,-18.201859,-7.165323,31.854389,-10.521967,10.906139,16.664777,-1.104741,-0.231519,25.848977,-20.310516,-11.728235,0.903845,0.096126,0.000029
6,1,2,1,-29.338344,10.803791,1.978287,8.125709,6.285379,-10.084331,-4.515013,7.153067,-0.862680,-12.226590,3.037812,-31.517804,0.854854,0.145009,0.000137
60,1,2,1,-17.129031,-18.696445,-2.262011,7.236805,9.292082,-21.638340,-3.644070,-3.882618,-3.996515,-0.040998,-19.064131,-11.101416,0.949472,0.050521,0.000008
61,1,2,1,-13.049930,-19.344261,-5.625924,14.041147,-5.262216,-12.983879,17.704074,10.744772,4.506179,-11.410419,-16.460677,-7.223147,0.913099,0.086877,0.000024
62,1,2,1,-42.722057,-10.336855,-2.039057,-6.674604,-13.394849,11.117356,21.619646,11.825458,-1.397544,19.431831,-20.925295,-38.828130,0.967478,0.032521,0.000001
63,1,2,1,-32.238458,-17.304676,-2.820867,11.506972,4.664540,-6.576591,15.242240,21.217842,3.070101,1.022521,-20.461819,-27.874715,0.956155,0.043842,0.000002
64,1,2,1,-47.561273,-10.459690,-2.312257,5.957335,3.525342,-3.860283,5.299172,15.916850,2.676521,-6.747222,-20.519987,-43.663713,0.958787,0.041212,0.000001
65,1,2,1,-32.317160,-8.015287,-3.868502,11.549832,-9.211412,8.574010,16.982531,4.738015,-0.562486,17.694403,-15.359065,-29.330800,0.974454,0.025543,0.000003
66,1,2,1,-28.599126,-16.401846,-6.840022,24.245753,-10.101560,5.967803,18.394875,-0.054304,1.157162,22.462918,-21.250793,-23.205700,0.930778,0.069213,0.000010
67,2,Noise,2,42.169544,-19.350551,-7.362159,30.044157,-24.700372,5.603818,27.874606,-4.973682,15.052570,10.207016,-3.768640,47.000264,0.046100,0.953553,0.000347
68,1,2,1,-43.170553,-1.401840,-4.820286,19.171067,-9.304325,6.247479,0.728542,6.837874,-1.746527,6.313332,-14.010943,-41.528915,0.953727,0.046269,0.000004
69,1,2,1,-50.816630,-8.534001,-1.525275,4.413836,2.516240,-4.641056,1.781754,9.419491,2.904183,0.717640,-20.752238,-46.830895,0.954558,0.045442,0.000001
7,3,Noise,3,9.269294,96.685494,35.299173,32.272469,53.014012,17.137464,29.909069,-0.789006,-56.803160,3.755261,96.642919,-23.484529,0.000000,0.000000,1.000000
70,1,2,1,-54.760136,-9.821234,-4.339813,18.574022,-2.417691,8.292109,1.385985,10.238425,-0.492406,10.129135,-24.498028,-50.900578,0.927445,0.072554,0.000001
71,1,2,1,-12.026907,-10.530079,-4.612517,18.616506,1.258687,3.364106,0.899549,1.663723,-11.238533,-9.255235,-11.761389,-9.318467,0.966358,0.033626,0.000016
72,1,2,1,-19.814803,-14.892342,-4.866518,19.105122,-12.551472,16.030815,14.031342,11.938492,1.644250,-2.822802,-18.741242,-15.555322,0.959365,0.040626,0.000009
73,1,2,1,-11.292911,-7.363183,-1.235404,-0.364272,-6.739535,0.826362,-7.049100,-9.110771,-15.439072,11.531132,-12.161499,-8.522360,0.974942,0.025047,0.000011
74,1,2,1,-19.458395,-7.198136,-6.591171,20.851082,-18.102969,9.044945,10.640589,2.458966,-14.884487,10.137671,-12.168798,-17.243590,0.961082,0.038897,0.000021
75,1,2,1,-22.661897,-20.633099,-4.329973,19.409811,1.161357,-7.554903,10.789966,12.168552,-4.942323,2.139921,-21.622459,-17.336996,0.925008,0.074983,0.000009
76,1,2,1,-9.886076,-21.203346,-6.645994,23.385607,0.571821,-3.063987,18.872898,9.934792,-7.829551,4.284583,-17.453258,-5.152033,0.849971,0.149979,0.000050
77,1,2,1,-13.351016,-17.347507,-3.846585,24.052084,1.939365,-8.214184,14.584140,1.433260,-6.066255,4.509468,-15.489149,-8.667488,0.948387,0.051601,0.000012
78,1,2,1,-53.278084,5.323012,2.561440,-37.728519,-17.003700,17.050937,4.677522,3.225828,-2.872185,21.483126,-14.609462,-52.087731,0.845286,0.154709,0.000005
79,1,2,1,-36.482441,-16.280996,-1.316971,9.341635,10.446012,-4.498785,-4.557838,7.523371,-7.567544,1.839805,-23.884299,-31.755711,0.959104,0.040894,0.000001
8,1,2,1,-14.547307,-3.313211,2.647295,7.861442,5.699508,7.268854,-13.734384,-3.252917,-5.633935,4.541620,-9.792640,-13.446145,0.964631,0.035353,0.000017
80,2,2,1,18.519093,-13.527740,-1.485545,13.660685,-0.072344,7.616057,11.563752,5.841775,10.770389,-8.823687,-5.422233,21.278957,0.811038,0.188864,0.000098
81,1,2,1,-2.692963,0.825124,-0.747813,10.849826,-7.903617,27.300530,-24.366937,-13.823998,-2.462376,-26.768555,-6.653973,-1.251044,0.951474,0.048456,0.000069
82,1,2,1,4.231345,-13.441509,-0.579169,2.192108,14.768910,-15.013213,3.272955,10.134917,-5.818642,-21.531912,-6.535006,6.742277,0.932740,0.067230,0.000030
83,1,2,1,-3.639878,-12.568742,-0.694708,11.308454,13.087122,-12.871750,-8.931613,-7.981529,-11.103360,1.921273,-11.105563,-0.342416,0.958843,0.041141,0.000016
84,1,2,1,-15.144651,-4.938089,0.627305,7.412076,7.159946,2.069002,-12.162522,2.863487,-10.254200,-9.456128,-9.686229,-13.930036,0.974720,0.025269,0.000010
85,1,2,1,-32.353068,-2.499700,2.155741,-6.625361,-19.717466,17.054493,14.758999,13.855027,7.444795,12.273903,-13.572269,-30.469270,0.967668,0.032327,0.000005
86,1,2,1,-9.064226,11.019111,5.593775,-24.679374,-31.771423,36.841168,-5.776675,-13.676323,5.354831,-13.509075,-1.775189,-8.586876,0.647951,0.350788,0.001261
87,1,2,1,-49.763856,-7.739869,-0.310591,-0.755595,-12.565434,13.381066,11.963345,5.574521,0.942549,25.436217,-22.634883,-45.905980,0.956662,0.043337,0.000001
88,2,2,1,20.789436,-12.112647,-3.243131,13.950994,-1.846284,-11.157580,-17.582038,-35.123074,-14.778065,23.950857,-7.762999,25.040084,0.777097,0.222754,0.000149
89,3,Noise,3,22.510726,117.363762,49.796433,8.535723,49.021818,29.886471,46.784226,-4.575373,-74.146133,14.483132,117.629221,-16.777870,0.000000,0.000000,1.000000
9,1,2,1,1.181796,-2.050310,4.051886,6.886607,2.565683,11.288788,-17.675254,-11.584561,-2.917081,2.733500,-5.927892,2.183569,0.908167,0.091741,0.000092
90,1,2,1,-8.146959,-2.342440,5.292359,-0.387084,5.491901,19.251967,-29.378970,-7.300985,-3.532436,-5.704569,-11.112857,-6.955102,0.917539,0.082401,0.000059
91,1,2,1,-32.299810,-9.942455,-0.960152,1.199500,6.613340,-8.059005,-12.424202,6.336536,-1.914027,-0.054713,-18.396423,-28.798775,0.976510,0.023488,0.000002
92,1,2,1,-38.486318,1.491054,2.527971,-5.005677,-1.569532,1.726978,-9.634732,9.646616,-2.144489,0.589878,-11.613391,-37.823623,0.947320,0.052674,0.000006
93,1,2,2,-30.334162,1.805424,11.144129,-43.064689,-4.020190,13.411927,-2.822932,7.397343,-0.403379,-0.929773,-11.355135,-29.249874,0.438586,0.561188,0.000225
94,1,Noise,1,-45.155295,-0.643745,0.549841,-19.242581,-32.534258,30.107061,36.258705,26.486852,12.359065,23.491511,-14.914120,-43.816706,0.955664,0.044334,0.000002
95,1,Noise,1,-26.764112,1.073767,0.305787,2.210142,-21.093846,34.481535,-10.540469,-2.717651,-2.176890,-17.253021,-13.588663,-24.754367,0.968881,0.031108,0.000011
96,2,Noise,1,23.392254,1.329436,-2.484840,11.713298,-44.905075,38.168259,7.392212,-10.442253,3.473805,-29.807832,1.317825,25.118670,0.693527,0.305808,0.000665
97,1,2,2,-22.819617,12.361406,10.196529,-31.602897,-20.498427,29.069135,-7.109553,-5.202643,-4.575644,-13.560891,-3.117360,-23.442117,0.198812,0.799111,0.002077
98,1,2,2,-24.891789,10.459140,13.622486,-47.343363,-11.063328,24.090696,-3.987099,5.455556,7.009625,3.408429,-4.530412,-25.866931,0.043056,0.954477,0.002468
99,1,2,1,-11.887035,8.889980,7.788218,-15.992718,-29.894603,35.342254,-7.689875,-15.156429,-1.040369,-12.194317,-4.647213,-10.975095,0.573434,0.425470,0.001095
