Sample,1,10,100,101,102,103,104,105,106,107,108,109,11,110,111,112,113,114,115,116,117,118,119,12,120,121,122,123,124,125,126,127,128,129,13,130,131,132,133,134,135,136,137,138,139,14,140,141,142,143,144,145,146,147,148,149,15,150,151,152,153,154,155,156,157,158,159,16,160,161,162,163,164,165,166,167,168,169,17,170,171,172,173,174,175,176,177,178,179,18,180,181,182,183,184,185,186,187,188,189,19,190,191,192,193,194,195,196,197,198,199,2,20,200,201,202,203,204,205,206,207,208,209,21,210,211,212,214,215,216,217,218,219,22,220,221,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99
1,2.273244,-0.038409,0.072359,0.050564,-0.040478,0.070915,0.028264,0.081044,0.063968,-0.007143,-0.012870,-0.071779,-0.042125,0.074165,0.028331,0.046681,-0.057789,-0.066019,-0.037637,-0.055762,0.008114,-0.044594,-0.053256,-0.036969,-0.076392,-0.023437,-0.027721,-0.031144,-0.036474,-0.031525,-0.025874,-0.002852,-0.042112,-0.030713,-0.068633,-0.004888,0.013470,1.692276,-0.042629,-0.092199,0.005999,-0.004582,-0.037430,0.104509,0.060930,-0.025868,0.097187,-0.033602,0.034653,-0.036009,-0.037362,0.006091,-0.011421,0.014561,-0.050943,-0.059688,-0.055488,-0.048656,0.025389,0.045076,-0.007751,-0.047143,-0.042484,0.022975,-0.044324,-0.037065,-0.007955,-0.073880,0.070002,0.022789,-0.018828,-0.058506,-0.039056,-0.048097,-0.061207,-0.052412,-0.032502,-0.022908,-0.014325,-0.065946,-0.053411,-0.050475,-0.074996,-0.068325,0.087579,-0.002079,-0.058907,-0.041687,-0.026384,-0.032567,-0.015497,-0.022245,-0.051017,-0.041438,-0.052714,-0.029298,-0.032574,-0.032567,0.019204,-0.063345,-0.068825,-0.050808,-0.012588,-0.039646,-0.020311,-0.033888,-0.003078,-0.025260,-0.034607,-0.023918,-0.046495,0.208332,-0.022556,-0.020434,-0.050000,-0.069589,-0.064723,-0.022243,0.010305,-0.005286,-0.029533,-0.123359,-0.054569,-0.049117,-0.050052,-0.084934,0.053426,0.069744,0.008881,-0.057549,0.021304,-0.010766,0.053996,-0.038229,-0.012503,-0.107781,-0.043127,-0.069215,-0.049489,-0.043781,-0.018029,-0.030457,-0.038811,1.502562,-0.072304,-0.037982,-0.054344,-0.045301,-0.045279,-0.057248,-0.055109,-0.059910,-0.030880,-0.065505,-0.026385,-0.017962,-0.028069,0.021824,-0.027453,-0.020488,0.022335,0.017710,-0.029521,0.010753,0.034836,-0.046082,-0.016439,-0.033097,-0.009487,-0.063751,-0.029081,-0.054276,-0.051758,0.012762,0.011813,-0.055985,-0.024737,-0.073180,-0.060670,-0.052882,-0.062521,-0.059972,-0.033019,-0.042708,-0.025528,-0.028324,-0.067653,0.060316,-0.045489,-0.023217,-0.041488,-0.037602,-0.019987,-0.068600,-0.044944,-0.055109,-0.046576,-0.067362,-0.041279,-0.001565,0.002956,-0.017597,-0.030587,-0.021309,-0.073244,-0.020262,-0.081104,-0.003068,0.047693,-0.036605,-0.040115,-0.046344,-0.060087,-0.065195,-0.047894,-0.050222,-0.008061,-0.061068,-0.069584,-0.049490
10,-0.038409,1.434424,-0.160365,-0.095548,-0.082580,-0.133029,-0.140502,-0.039584,-0.151340,-0.096000,-0.014023,0.005271,-0.005306,-0.146095,-0.120571,-0.047084,-0.001384,-0.038067,-0.034909,-0.006371,-0.037952,-0.064239,0.021470,0.017464,-0.006727,-0.018428,0.016793,-0.009855,-0.006788,-0.040109,-0.070341,-0.028652,-0.030334,0.018839,0.065560,0.020401,-0.057472,-0.038831,0.050169,-0.005610,-0.132930,-0.096107,-0.007452,-0.098544,-0.128020,-0.011007,-0.173603,-0.096625,-0.168894,0.065452,-0.041397,-0.061146,-0.034149,-0.079825,0.006056,-0.042424,0.058630,-0.067762,-0.194574,-0.201008,0.008673,0.001630,0.052316,-0.056603,0.059144,0.021553,0.035559,0.019788,-0.064113,0.039509,-0.017391,0.012036,0.015390,0.016863,-0.057629,-0.052572,-0.021005,0.043439,0.069833,0.074448,0.150945,0.066481,-0.017460,0.010217,-0.104139,0.008985,0.092895,0.003806,0.030273,-0.016886,-0.032318,0.043000,0.059005,0.014972,0.011087,-0.009967,-0.004809,-0.047977,-0.081912,-0.032794,0.117120,-0.072825,0.048839,-0.097369,-0.019236,0.044261,-0.087291,-0.055326,-0.025437,0.022827,0.037612,-0.075299,-0.003977,-0.006133,0.152980,0.059935,-0.007490,-0.106650,-0.056041,-0.075592,-0.041083,-0.062146,-0.083930,0.040437,-0.008934,-0.019274,-0.205765,-0.146853,-0.059179,0.015949,-0.135953,-0.146165,-0.126551,0.022446,-0.019810,0.016907,0.046768,-0.013589,0.008459,0.064561,-0.025606,0.002912,0.069909,-0.029859,0.089757,0.070326,-0.004684,0.006984,-0.007390,0.086485,0.025619,0.100259,0.077508,0.047506,0.031937,0.054090,-0.063086,-0.078673,0.001590,-0.049357,-0.024283,-0.023929,0.018530,0.005594,-0.057295,0.010761,0.059517,0.065492,0.097777,0.040473,0.002543,0.136340,0.096502,0.153898,-0.042278,0.153752,0.027009,0.066078,0.027035,0.112177,0.086941,0.077653,0.072767,0.248757,0.038156,0.076388,0.100716,-0.057120,0.134036,-0.007934,0.039117,0.010534,0.033200,0.028995,0.044076,0.062509,0.070408,0.060249,0.050165,-0.011670,-0.027867,-0.047045,-0.018396,0.000147,-0.005583,-0.053728,0.130971,-0.004660,-0.134409,0.040001,-0.029270,0.035186,0.049546,-0.046685,0.083314,0.008510,-0.039154,-0.025622,-0.045814,-0.023336
100,0.072359,-0.160365,4.141602,1.040170,-0.080245,0.220455,0.303727,0.061955,0.106230,0.384863,-0.134738,-0.500422,-0.047036,0.591830,0.128814,0.547349,-0.247253,-0.238439,0.230315,-0.150190,-0.034345,-0.036959,-0.277795,-0.223249,-0.367994,-0.095080,-0.229537,0.190784,-0.081447,0.217432,0.192759,0.088390,0.014579,-0.036000,-0.350760,-0.065829,0.372102,0.106957,0.083521,-0.163265,0.560984,0.383946,-0.043914,0.383036,0.026263,-0.172391,0.288013,0.367224,0.550368,-0.111972,0.026329,0.367970,-0.045801,0.439612,-0.182880,-0.035885,-0.314011,0.370153,1.289545,1.157610,0.028392,-0.242264,-0.391319,-0.176181,-0.404839,-0.352616,-0.128512,-0.369358,0.238065,-0.161619,-0.095889,-0.258944,-0.049703,-0.165158,-0.140273,0.026435,-0.093972,-0.093672,-0.068823,-0.177581,-0.190258,-0.344051,-0.289674,-0.093077,0.649355,-0.153939,-0.419187,0.079299,-0.104160,0.120507,-0.032134,0.188389,-0.326242,-0.049677,-0.475267,0.278723,0.004977,-0.178380,-0.218993,-0.119800,-0.378739,0.254578,-0.153426,-0.164518,-0.051727,-0.231461,0.255333,-0.113167,-0.138151,-0.264253,0.346046,0.054668,-0.053857,0.005222,-0.329287,-0.462862,-0.482504,0.300644,0.339501,0.116215,-0.158294,-0.083076,0.352296,-0.432239,-0.069119,-0.461223,1.445590,1.083877,-0.097583,-0.535232,0.590706,0.607749,0.964817,-0.405138,0.073861,-0.098617,-0.254244,-0.386279,-0.228194,-0.388868,-0.052759,-0.262361,-0.207715,0.014773,-0.259717,-0.156618,-0.116917,-0.232468,-0.137417,-0.189448,-0.207330,-0.293287,0.041307,0.098463,-0.282531,0.017641,0.402267,0.223001,0.032163,0.390867,0.253986,0.413026,0.045343,0.251704,0.561904,-0.274096,0.101696,-0.076647,-0.054576,-0.152649,-0.022983,-0.283223,-0.280031,0.062312,0.599088,-0.068306,-0.292674,-0.193581,-0.119797,-0.373292,-0.319244,-0.430761,-0.249195,-0.200932,0.472883,-0.370303,-0.482381,-0.009295,-0.492596,-0.051116,-0.104067,-0.080013,-0.114150,-0.201889,-0.021632,-0.100575,-0.499983,-0.344820,-0.104871,0.143886,0.155576,-0.029209,-0.035994,-0.137764,-0.279170,0.021413,-0.429864,0.169143,0.124412,0.036117,-0.085335,-0.347260,-0.351822,-0.284761,-0.355905,-0.126517,0.397277,-0.102752,-0.183656,-0.009063
101,0.050564,-0.095548,1.040170,3.274283,-0.074237,0.175607,0.114227,0.064578,0.072052,0.198851,-0.159466,-0.335897,-0.066068,0.369125,0.085448,0.410224,-0.205841,-0.222713,0.109239,-0.148970,-0.002430,-0.089905,-0.176344,-0.111329,-0.269341,-0.063007,-0.180958,0.100915,-0.070692,0.013521,0.036062,0.063641,-0.056918,-0.062573,-0.208465,-0.015336,0.252613,0.067133,0.014556,-0.162527,0.306318,0.230630,-0.030300,0.241830,0.015399,-0.028198,0.194725,0.244162,0.294823,-0.062924,-0.097745,0.119335,0.004591,0.180770,-0.141978,-0.060838,-0.180667,0.097414,0.788599,0.663693,-0.005003,-0.207835,-0.275461,-0.045619,-0.260588,-0.201590,-0.027202,-0.278759,0.113689,-0.098230,-0.067186,-0.176215,-0.088080,-0.075273,-0.102162,-0.012296,-0.105734,-0.021262,-0.024739,-0.062582,-0.099031,-0.223656,-0.226922,-0.070181,0.484076,-0.093170,-0.248869,0.087243,-0.102222,0.032889,-0.012934,0.072962,-0.192271,-0.067479,-0.341302,0.185952,0.019493,-0.116310,-0.128137,-0.128144,-0.203253,0.062783,-0.056380,-0.128736,-0.045824,-0.207159,0.128681,-0.072539,-0.072077,-0.108189,0.268772,0.094993,-0.019576,0.024669,-0.135601,-0.316119,-0.321305,0.234935,0.233226,0.034754,-0.126929,-0.136784,0.202815,-0.295279,0.044168,-0.364802,0.806568,0.556531,-0.075062,-0.323040,0.268250,0.291801,0.583631,-0.307888,0.081636,-0.148276,-0.126179,-0.268541,-0.150484,-0.173329,0.010081,-0.152520,-0.018339,-0.009224,-0.163382,-0.070155,-0.063976,-0.144046,-0.087402,-0.162382,-0.122544,-0.132079,0.077065,0.058850,-0.143758,0.040314,0.222499,0.202775,-0.038626,0.262543,0.200371,0.347829,0.054980,0.267221,0.426968,-0.145134,0.152408,-0.048469,-0.092454,-0.126730,-0.073002,-0.191835,-0.166406,0.108591,0.314759,-0.001652,-0.198867,-0.120206,-0.072607,-0.276738,-0.242266,-0.297657,-0.137612,-0.088753,0.375153,-0.195632,-0.300373,0.025085,-0.320069,-0.107381,-0.040653,-0.085454,-0.028270,-0.159753,-0.020645,-0.071186,-0.317879,-0.252635,-0.085348,0.169296,0.091499,-0.058005,-0.064751,-0.085650,-0.170458,0.138266,-0.283073,0.126752,0.089873,0.034396,-0.036735,-0.213424,-0.245802,-0.252945,-0.231377,0.059814,0.406224,-0.084455,-0.170087,0.148636
102,-0.040478,-0.082580,-0.080245,-0.074237,1.702579,-0.116871,-0.017378,-0.029096,0.072697,-0.020947,0.132194,0.125290,0.047917,-0.020063,0.075349,-0.083131,-0.009152,0.114183,-0.017872,0.061421,-0.027349,0.134563,0.020894,0.027737,0.118079,0.122082,0.027291,-0.131918,-0.037839,-0.085400,-0.088139,-0.117585,0.016135,0.014791,0.104711,-0.020128,-0.068287,-0.031757,-0.072154,0.068800,-0.155950,-0.198575,-0.073623,-0.134989,-0.042023,0.062287,-0.052461,-0.029474,-0.014832,-0.009187,-0.145665,-0.113241,-0.050841,-0.191405,-0.030184,-0.078119,0.003035,-0.173531,-0.298286,-0.221071,0.038188,0.032413,0.061607,-0.010889,0.055518,0.087524,0.021636,0.169153,-0.017070,-0.008749,-0.066157,-0.061271,-0.016002,-0.003377,0.174535,-0.044909,0.079614,-0.016130,-0.072717,0.108998,-0.055199,0.032552,0.061596,-0.041248,-0.027923,-0.047233,0.025196,-0.008065,0.039267,-0.040230,-0.024172,-0.123843,0.052713,-0.033959,0.216765,-0.056931,-0.058173,0.125776,0.065464,0.038745,0.023779,0.021142,0.006566,0.135360,0.030679,-0.002742,-0.043971,0.138723,0.084481,0.142943,-0.065044,0.039857,-0.031561,-0.013475,0.063211,0.231303,0.199272,0.146795,-0.072421,-0.053776,0.083166,0.059910,-0.116324,0.031777,-0.050290,0.111905,-0.256147,-0.153476,-0.029687,0.218121,-0.174193,-0.147809,-0.189043,0.038405,-0.050911,-0.001732,-0.001468,0.084382,0.005444,0.004905,0.022702,-0.001823,0.002131,-0.023340,0.026985,-0.025335,0.006966,-0.028715,-0.027352,-0.048128,-0.057585,0.006901,-0.113575,-0.056470,0.052522,-0.104861,-0.159122,-0.072511,-0.099571,-0.131080,-0.127145,-0.148114,-0.032025,-0.126774,-0.194368,0.030378,-0.093271,-0.083251,-0.078793,-0.027528,-0.068765,0.006123,-0.045674,-0.118720,-0.173437,-0.118334,-0.014177,-0.007841,-0.048217,0.094121,-0.001478,0.038846,0.031921,-0.047878,-0.176801,0.058977,0.023213,-0.060492,0.027608,-0.029733,0.012707,0.028940,-0.009269,-0.073556,-0.091172,-0.055081,0.207929,-0.031364,0.013194,-0.069114,0.072869,-0.030042,-0.054326,-0.014002,0.116980,0.184417,0.085496,-0.117054,0.011090,0.031180,0.021491,0.023761,0.093953,0.174259,0.186438,0.168116,0.043255,0.165931,0.245664,0.133160
103,0.070915,-0.133029,0.220455,0.175607,-0.116871,2.596716,0.142125,0.521372,0.234343,0.009940,0.032010,-0.166073,-0.056391,0.365278,0.151822,0.116056,-0.124242,-0.109529,-0.021554,-0.094073,0.190675,0.011306,-0.058900,-0.059934,-0.159123,-0.054364,-0.019667,0.034841,-0.083761,-0.009214,-0.005096,0.045535,-0.027514,0.008101,-0.165132,0.010731,0.107060,0.094141,-0.050832,-0.109838,0.100623,-0.037211,-0.058648,0.320404,0.420227,-0.032272,0.597148,-0.008483,0.074621,-0.035209,-0.087323,0.028416,-0.037043,0.029620,-0.034630,-0.111725,-0.117864,-0.051222,0.268475,0.245956,-0.016569,-0.084084,-0.151006,0.364826,-0.127390,-0.112486,0.003991,-0.154357,0.186759,0.243208,-0.052210,-0.087967,-0.054557,-0.102552,-0.044101,-0.062326,-0.120398,-0.076632,-0.077714,-0.154468,-0.096293,-0.081702,-0.137104,-0.160387,0.145736,-0.081813,-0.156793,-0.067159,-0.069835,-0.076340,-0.010202,-0.029181,-0.099987,-0.033427,-0.133955,0.028158,0.014733,-0.045290,0.860338,-0.104942,-0.145744,-0.101972,-0.058736,-0.116969,-0.028483,-0.087961,0.019274,-0.079636,-0.089502,-0.087873,0.030094,0.401079,-0.055047,-0.042149,-0.177855,-0.178480,-0.155722,0.058090,0.064499,0.001038,-0.047570,-0.083174,0.017718,-0.160300,-0.079090,-0.132741,0.310498,0.189867,0.023220,-0.158189,0.088054,0.108700,0.223524,-0.105754,0.070433,-0.071105,-0.103854,-0.150666,-0.095616,-0.124598,-0.063090,-0.086113,-0.096576,0.065938,-0.140790,-0.053729,-0.044589,-0.104063,-0.067271,-0.114162,-0.122826,-0.060046,-0.074405,-0.085682,-0.028909,-0.002881,0.048481,0.074403,0.005968,0.053026,0.077742,0.096379,-0.029079,-0.039042,-0.013164,-0.089139,-0.046820,-0.107043,-0.068354,-0.104495,-0.021895,-0.081843,-0.112734,-0.091462,0.072507,-0.088287,-0.004752,-0.106453,-0.132844,-0.176251,-0.140883,-0.172143,-0.085283,-0.150227,0.029390,-0.107753,-0.201453,1.058285,-0.179103,-0.009317,-0.069064,-0.034480,-0.065354,-0.144217,-0.081667,-0.031668,-0.193835,-0.136965,-0.024045,0.006056,-0.001917,-0.012242,-0.008216,-0.025679,-0.104039,-0.065625,-0.207653,-0.023653,1.145745,-0.010689,-0.025494,-0.169241,-0.129329,-0.107521,-0.167058,-0.085072,0.030689,-0.057113,-0.079646,-0.057748
104,0.028264,-0.140502,0.303727,0.114227,-0.017378,0.142125,2.483103,0.088948,0.201708,0.045536,0.079958,-0.094822,-0.057302,0.258878,0.120888,0.071568,-0.097715,-0.008790,0.117932,-0.019653,0.027626,0.028056,-0.042643,-0.086487,-0.083422,0.020192,-0.082194,0.011685,-0.016715,0.039751,0.030959,0.024562,-0.008078,-0.024395,-0.095191,0.010851,0.080567,0.030817,-0.050573,0.011304,0.085384,0.030429,-0.078164,0.226071,0.035506,-0.081805,0.170744,0.121592,0.122321,-0.049823,-0.069240,0.002112,-0.025202,0.132588,-0.024756,-0.054517,-0.145538,0.034525,0.286844,0.270645,-0.004174,-0.137843,-0.130444,-0.005936,-0.129801,-0.068972,-0.046901,-0.076132,0.105000,0.032816,0.012275,-0.050974,-0.006271,-0.093830,-0.023138,-0.035591,-0.039063,0.006823,-0.061479,-0.027837,-0.109818,-0.107675,-0.047781,-0.007099,0.129681,-0.088826,-0.149570,0.001448,-0.021819,-0.002978,0.039682,0.034142,-0.040631,-0.072037,-0.048214,0.067533,-0.011252,0.002123,0.019123,-0.053002,-0.139544,0.063631,-0.028229,-0.028103,-0.005257,-0.083702,0.033994,-0.003324,-0.048422,-0.088001,0.023158,0.193489,-0.038571,0.038467,-0.101948,-0.096744,-0.067519,0.146421,0.093156,0.014851,0.015362,-0.020987,0.077080,-0.130699,-0.049359,-0.076039,0.263779,0.190362,-0.035220,-0.141143,0.154560,0.165055,0.249845,-0.053655,-0.018955,-0.040668,-0.056446,-0.095345,-0.071181,-0.105583,-0.048253,-0.104605,-0.107008,0.020610,-0.107724,-0.052668,-0.028593,-0.057515,-0.069300,-0.105320,-0.108812,-0.149305,-0.108410,0.035196,-0.082498,-0.060289,0.059938,0.061987,-0.044251,0.131910,0.036217,0.091732,-0.008844,0.107771,0.108110,-0.060146,-0.031174,-0.059530,-0.068318,-0.068420,-0.053435,-0.097167,-0.093431,-0.118902,0.051544,-0.094826,-0.000924,-0.113191,-0.095790,-0.075290,-0.168995,-0.123106,-0.073468,-0.101066,0.091677,-0.108051,-0.164395,0.033764,-0.184198,-0.012673,-0.026220,-0.007641,-0.027690,-0.107638,-0.097281,-0.101706,-0.133827,-0.136820,-0.071437,0.040926,0.012283,-0.030691,-0.024226,-0.015736,-0.012569,0.032254,-0.137555,-0.011585,0.169102,-0.048047,0.070934,-0.133295,-0.096655,-0.021472,-0.080847,-0.026650,0.100703,0.020868,-0.002321,-0.002941
105,0.081044,-0.039584,0.061955,0.064578,-0.029096,0.521372,0.088948,2.252611,0.279945,-0.042997,0.102056,-0.080212,-0.019883,0.125181,0.119060,0.083379,-0.053141,-0.066008,-0.034346,0.007651,0.180795,0.014302,-0.019037,-0.049974,-0.061038,-0.016064,-0.036614,-0.039420,-0.010821,-0.004421,-0.054147,0.045382,-0.029228,-0.028620,-0.077083,-0.025962,-0.006478,0.073733,-0.049288,-0.022135,-0.028957,-0.060298,-0.054294,0.180212,0.250386,-0.041554,0.336426,-0.093359,0.032274,-0.011694,-0.090225,-0.017642,-0.048101,0.064214,0.027230,-0.107924,-0.066017,-0.070278,0.028949,0.081285,0.010821,-0.079193,-0.025652,0.247451,-0.048800,-0.045193,-0.000992,-0.070449,0.245174,0.192288,-0.076627,-0.022114,0.005865,-0.020993,-0.040012,-0.030845,-0.125630,-0.001929,-0.038345,-0.062304,-0.085513,-0.017880,-0.085737,-0.068312,0.051059,-0.035076,-0.069552,-0.068622,-0.016106,-0.059854,0.031892,-0.050283,-0.014165,-0.016549,0.017386,-0.026506,-0.048169,-0.002517,0.378072,-0.031257,-0.085648,-0.099453,-0.019815,-0.017100,-0.041022,-0.025557,-0.023331,-0.062697,-0.033476,-0.020553,-0.050311,0.363140,-0.022295,-0.062756,-0.080799,-0.082634,-0.026829,0.060807,0.053151,0.050408,0.011792,-0.110077,-0.063779,-0.073829,-0.064697,-0.058749,0.048569,0.023624,0.031782,-0.064462,-0.057340,-0.007024,-0.009536,-0.041283,0.046142,-0.094841,-0.074786,-0.061923,-0.032495,-0.052736,-0.051124,-0.066860,-0.025887,0.073006,-0.041608,-0.006631,-0.027684,-0.014546,-0.056182,-0.067111,-0.096036,-0.056995,-0.028797,-0.093000,-0.018523,-0.034660,-0.053200,0.031654,0.015406,0.036637,0.022869,0.034373,-0.063244,-0.015568,-0.052737,-0.021765,-0.000706,-0.045901,-0.066851,-0.081240,-0.023518,-0.055043,-0.060513,-0.047842,-0.077340,-0.080433,0.035912,-0.096104,-0.095577,-0.075040,-0.104286,-0.048545,-0.090505,-0.066687,0.000099,-0.035693,-0.059177,0.443768,-0.060695,-0.024742,-0.074577,-0.040075,-0.074882,-0.098706,-0.080200,-0.043724,-0.099853,-0.070313,-0.025751,-0.034449,0.014096,-0.034092,-0.010935,-0.003863,-0.058490,-0.055745,-0.088894,-0.041116,0.529052,-0.051266,-0.019904,-0.079446,-0.039913,-0.074401,-0.075427,-0.063345,-0.016101,-0.025495,-0.000846,-0.045904
106,0.063968,-0.151340,0.106230,0.072052,0.072697,0.234343,0.201708,0.279945,2.830976,0.052780,0.182435,-0.015027,-0.062954,0.358688,0.251054,0.147655,-0.098068,0.012560,0.042113,-0.064075,0.118915,0.118976,-0.052845,-0.085786,0.000570,-0.005289,-0.070479,-0.146959,-0.062243,-0.044286,-0.024422,-0.060070,-0.004619,-0.093420,-0.084572,-0.041056,0.015626,0.076318,-0.113863,-0.045698,0.009506,0.016153,-0.076884,0.230845,0.141254,-0.069756,0.306116,0.066048,0.180390,-0.060248,-0.075479,0.037501,-0.027517,-0.036969,-0.019410,-0.091964,-0.083366,-0.018439,0.162403,0.210568,0.071039,-0.077812,-0.072313,0.083061,-0.087383,-0.058809,-0.061161,-0.028604,0.352605,0.105206,-0.125353,-0.116081,-0.055131,-0.082128,-0.031470,-0.066399,-0.008546,-0.026748,-0.092460,0.014234,-0.145699,-0.098141,-0.029025,-0.035874,0.107125,-0.116915,-0.119274,-0.035341,0.024637,-0.044974,0.058416,-0.034515,-0.035809,-0.023437,0.051041,0.017368,-0.054432,0.037925,0.156758,0.156224,-0.116135,-0.009100,-0.078667,0.073286,-0.077001,-0.050625,-0.001428,0.022209,0.018072,-0.041736,-0.001907,0.424840,-0.072565,-0.003490,-0.142759,0.021091,0.015713,0.153230,0.011976,0.060081,0.028256,-0.090995,0.083495,-0.078063,-0.042901,-0.003729,0.075726,0.111777,-0.022504,-0.045012,0.033306,0.038944,0.159950,-0.052366,0.028997,-0.178341,-0.127974,-0.106825,-0.045618,-0.110646,-0.072785,-0.085256,-0.100956,0.058838,-0.082858,0.013946,-0.057096,-0.101671,-0.120382,-0.085047,-0.067717,-0.094645,-0.073793,-0.020627,-0.024619,-0.075832,-0.027694,0.034603,-0.051772,0.011755,0.051561,0.012896,-0.040891,0.032016,-0.028455,-0.091517,-0.109698,-0.119047,-0.096474,-0.081347,-0.129962,-0.119178,-0.150025,-0.131467,-0.000149,-0.189761,0.053859,-0.115610,-0.104370,-0.077588,-0.091724,-0.125204,-0.062266,-0.168675,-0.035413,-0.095376,-0.120374,0.159034,-0.134585,-0.062019,-0.107697,0.037944,-0.042919,-0.112263,-0.112748,-0.105101,-0.032791,-0.147204,-0.076391,-0.017380,-0.031599,-0.011933,-0.099360,-0.010040,0.024374,0.051431,-0.127626,-0.081783,0.241909,-0.019119,-0.004595,-0.097929,-0.050383,-0.017544,-0.008261,-0.055877,0.025069,0.033441,0.058539,0.047590
